incident_id,date,category,severity_level,sla_breached,time_to_resolve_hours,root_cause,region,channel,subsystem,is_repeated_incident,financial_impact_usd
221,2023-11-12,Account Update,Critical,No,3.7,Policy Exception,EMEA,Mobile,Risk Scoring Engine,0,1895.69
8417,2023-11-12,Fraud Alert,High,No,7.9,Vendor Delay,EMEA,Web,Authentication Server,0,14902.33
4029,2023-11-12,Settlement Delay,Low,Yes,10.6,Vendor Delay,North America,API,Authentication Server,0,1499.03
92,2023-11-12,API Failure,High,Yes,11.1,Configuration Issue,EMEA,Branch,Data Warehouse,0,1860.91
4492,2023-11-12,Payments,Low,Yes,6.2,Network Issue,LATAM,Web,Risk Scoring Engine,0,273.46
10901,2023-11-12,Payments,Medium,Yes,8.4,System Error,LATAM,API,Authentication Server,0,1692.81
10223,2023-11-12,API Failure,High,No,13.6,Configuration Issue,North America,Web,Customer Onboarding,1,478.97
7899,2023-11-12,API Failure,Medium,No,8.4,User Error,North America,API,Data Warehouse,0,2584.47
4332,2023-11-12,Fraud Alert,Low,No,5.4,Vendor Delay,North America,Branch,Data Warehouse,1,2618.75
8712,2023-11-12,Funds Transfer,Low,No,10.4,System Error,LATAM,Web,Risk Scoring Engine,0,944.87
5088,2023-11-12,Settlement Delay,Medium,No,8.5,System Error,North America,Mobile,Risk Scoring Engine,0,2699.08
10872,2023-11-12,Account Update,Low,No,8.7,Policy Exception,LATAM,Mobile,Payments Gateway,0,48683.65
8468,2023-11-12,Payments,Medium,No,12.1,User Error,EMEA,Mobile,Authentication Server,0,474.76
6440,2023-11-13,API Failure,Low,No,12.2,Vendor Delay,North America,Branch,Authentication Server,0,1773.17
11698,2023-11-13,Account Update,Low,No,10.8,Network Issue,APAC,Branch,Customer Onboarding,1,2895.74
3321,2023-11-13,API Failure,Low,No,4.5,Vendor Delay,EMEA,Mobile,Risk Scoring Engine,0,1319.41
8093,2023-11-13,API Failure,Low,Yes,8.7,User Error,North America,Web,Core Banking,0,2275.47
10187,2023-11-13,API Failure,High,No,8.8,User Error,APAC,Web,Data Warehouse,0,917.2
9208,2023-11-13,Payments,Low,No,11.3,Vendor Delay,LATAM,Web,Core Banking,0,429.57
2286,2023-11-13,Account Update,Low,No,13.3,Network Issue,EMEA,Web,Risk Scoring Engine,0,1559.42
3878,2023-11-13,API Failure,Medium,No,9.0,Policy Exception,APAC,API,Payments Gateway,0,56.9
6939,2023-11-13,Settlement Delay,Low,No,7.3,Vendor Delay,APAC,Mobile,Payments Gateway,0,88.89
6342,2023-11-13,API Failure,Low,No,3.4,Policy Exception,EMEA,Branch,Risk Scoring Engine,0,2904.09
10618,2023-11-13,Funds Transfer,High,No,14.4,Network Issue,EMEA,Branch,Core Banking,1,1248.77
1905,2023-11-13,Login/Authentication,Medium,No,9.9,Vendor Delay,North America,API,Authentication Server,0,949.3
4383,2023-11-13,Account Update,Medium,No,12.4,Network Issue,EMEA,API,Authentication Server,1,599.37
7628,2023-11-13,Settlement Delay,High,No,14.5,User Error,North America,Branch,Customer Onboarding,0,784.57
10483,2023-11-13,Payments,Low,No,11.2,Network Issue,LATAM,Web,Data Warehouse,0,1153.15
2603,2023-11-14,API Failure,Low,No,11.2,System Error,APAC,API,Core Banking,0,349.06
1037,2023-11-14,Login/Authentication,Low,No,13.4,Vendor Delay,North America,Branch,Data Warehouse,0,1576.18
686,2023-11-14,Account Update,High,No,8.5,Configuration Issue,North America,Mobile,Risk Scoring Engine,0,2144.02
8325,2023-11-14,Funds Transfer,Low,No,9.0,Network Issue,EMEA,Branch,Payments Gateway,0,1536.58
732,2023-11-14,Funds Transfer,Medium,No,8.3,System Error,LATAM,Branch,Authentication Server,1,271.35
7769,2023-11-14,Fraud Alert,Low,No,9.6,System Error,APAC,API,Data Warehouse,0,1682.74
4198,2023-11-14,Account Update,Low,No,8.3,User Error,North America,Mobile,Core Banking,0,307.78
3236,2023-11-14,Funds Transfer,Medium,No,4.4,Network Issue,APAC,Branch,Authentication Server,1,2035.44
11345,2023-11-14,Login/Authentication,Medium,No,8.5,User Error,LATAM,Branch,Authentication Server,0,2402.95
6143,2023-11-14,Payments,Low,No,0.5,System Error,North America,API,Risk Scoring Engine,1,179.61
3196,2023-11-14,Payments,Low,No,9.5,Configuration Issue,APAC,Mobile,Core Banking,0,1739.52
2802,2023-11-14,Login/Authentication,Medium,No,2.1,Vendor Delay,EMEA,Mobile,Risk Scoring Engine,0,1029.5
4555,2023-11-14,Card Transactions,Medium,No,5.3,Vendor Delay,EMEA,Mobile,Authentication Server,0,137.73
4425,2023-11-14,Funds Transfer,High,No,6.2,System Error,APAC,Mobile,Customer Onboarding,0,2846.48
9374,2023-11-14,Card Transactions,Low,No,8.3,System Error,LATAM,Branch,Customer Onboarding,0,1743.35
8995,2023-11-14,Funds Transfer,Medium,No,10.4,Configuration Issue,North America,Web,Authentication Server,0,187.89
1991,2023-11-14,Payments,High,No,15.4,User Error,EMEA,Branch,Core Banking,0,993.34
3731,2023-11-14,Settlement Delay,Low,No,9.4,Network Issue,North America,API,Data Warehouse,0,2511.32
3087,2023-11-14,Settlement Delay,Critical,No,7.0,Network Issue,EMEA,Mobile,Core Banking,0,209.53
825,2023-11-14,Funds Transfer,Low,Yes,8.5,Configuration Issue,North America,Branch,Data Warehouse,0,925.98
6325,2023-11-14,Card Transactions,High,No,11.3,Policy Exception,EMEA,API,Customer Onboarding,0,438.91
585,2023-11-15,API Failure,Low,No,11.9,Configuration Issue,LATAM,Web,Risk Scoring Engine,0,1139.68
2663,2023-11-15,Funds Transfer,Low,No,10.3,Vendor Delay,North America,Web,Customer Onboarding,0,14481.3
8176,2023-11-15,Settlement Delay,High,Yes,3.0,Network Issue,APAC,Web,Core Banking,1,3308.24
1995,2023-11-15,Payments,Medium,Yes,11.7,System Error,North America,Mobile,Core Banking,0,180.83
10833,2023-11-15,Payments,Medium,Yes,7.5,Network Issue,North America,Web,Risk Scoring Engine,0,1387.62
5496,2023-11-15,Login/Authentication,High,No,8.1,Configuration Issue,North America,Web,Data Warehouse,0,38143.21
7814,2023-11-15,Card Transactions,High,No,9.9,User Error,LATAM,Web,Data Warehouse,0,40692.99
11552,2023-11-15,Payments,Low,No,7.9,Network Issue,EMEA,API,Core Banking,1,1014.05
6916,2023-11-15,Funds Transfer,Low,No,8.2,Policy Exception,EMEA,Branch,Customer Onboarding,0,913.1
1833,2023-11-15,API Failure,Medium,No,11.2,Policy Exception,LATAM,Web,Customer Onboarding,1,1994.49
3786,2023-11-15,Login/Authentication,Medium,No,16.5,Network Issue,EMEA,Mobile,Data Warehouse,0,1744.83
9075,2023-11-15,Fraud Alert,High,No,19.5,System Error,LATAM,Web,Risk Scoring Engine,0,1202.84
9428,2023-11-15,Login/Authentication,Medium,No,9.9,Network Issue,North America,Mobile,Core Banking,0,850.09
6820,2023-11-15,Account Update,Low,Yes,3.1,User Error,LATAM,Web,Data Warehouse,0,2422.42
7666,2023-11-15,Account Update,Medium,No,7.8,Policy Exception,North America,Branch,Payments Gateway,0,2860.6
6536,2023-11-15,API Failure,Medium,No,4.3,Network Issue,APAC,Branch,Customer Onboarding,0,2275.92
3426,2023-11-15,Settlement Delay,Low,No,9.1,Configuration Issue,LATAM,Branch,Core Banking,1,400.93
6731,2023-11-15,Payments,Low,No,8.2,Policy Exception,APAC,Branch,Risk Scoring Engine,1,1752.43
6688,2023-11-15,Payments,Low,No,4.5,Policy Exception,APAC,Branch,Core Banking,0,20648.49
9146,2023-11-15,Account Update,Medium,No,2.3,Vendor Delay,APAC,API,Data Warehouse,1,64.92
4043,2023-11-15,Card Transactions,Low,No,20.9,System Error,LATAM,API,Payments Gateway,0,2265.8
714,2023-11-16,Card Transactions,Low,No,10.7,Configuration Issue,APAC,Mobile,Data Warehouse,0,37956.96
5976,2023-11-16,Funds Transfer,Low,No,15.1,Vendor Delay,APAC,Branch,Data Warehouse,0,2704.32
3159,2023-11-16,Card Transactions,Medium,No,18.1,System Error,EMEA,Mobile,Authentication Server,0,1014.23
6171,2023-11-16,API Failure,Low,No,16.8,System Error,EMEA,Mobile,Payments Gateway,0,2248.32
8316,2023-11-16,Payments,Medium,Yes,16.2,Configuration Issue,APAC,Mobile,Data Warehouse,0,7663.38
7946,2023-11-16,API Failure,High,No,4.1,Configuration Issue,North America,Branch,Payments Gateway,0,1864.98
7352,2023-11-16,Fraud Alert,Medium,No,11.9,System Error,EMEA,Mobile,Authentication Server,1,1831.98
82,2023-11-16,Account Update,High,No,10.4,Network Issue,North America,API,Core Banking,0,2952.84
7299,2023-11-16,Login/Authentication,Critical,No,11.8,System Error,APAC,Branch,Payments Gateway,0,950.11
2775,2023-11-16,Funds Transfer,Medium,No,8.3,Vendor Delay,APAC,API,Risk Scoring Engine,0,83.65
6946,2023-11-16,Payments,Medium,No,14.1,Network Issue,North America,Mobile,Authentication Server,0,2544.18
10246,2023-11-16,Account Update,Low,No,10.5,Policy Exception,EMEA,Mobile,Data Warehouse,0,1008.26
6870,2023-11-16,Payments,Medium,No,15.8,System Error,North America,API,Customer Onboarding,0,2976.47
5136,2023-11-16,Funds Transfer,Low,Yes,8.1,Vendor Delay,LATAM,Mobile,Authentication Server,1,2864.96
2441,2023-11-16,Card Transactions,Low,No,10.8,Network Issue,APAC,API,Authentication Server,0,44393.76
3680,2023-11-16,Payments,Low,No,5.8,Network Issue,North America,Web,Core Banking,0,54.58
2448,2023-11-16,API Failure,Low,Yes,9.1,Policy Exception,APAC,Branch,Authentication Server,1,1836.86
3695,2023-11-16,Payments,Low,Yes,8.3,Vendor Delay,LATAM,Branch,Customer Onboarding,0,2002.69
6586,2023-11-16,Card Transactions,High,No,13.6,Policy Exception,EMEA,API,Payments Gateway,0,2636.09
3285,2023-11-16,Settlement Delay,Low,No,8.2,Network Issue,APAC,Mobile,Data Warehouse,1,1394.33
5148,2023-11-17,Fraud Alert,Medium,No,12.8,System Error,LATAM,Web,Payments Gateway,0,187.34
2464,2023-11-17,Login/Authentication,Medium,No,12.2,Configuration Issue,APAC,API,Data Warehouse,1,94.51
3670,2023-11-17,Login/Authentication,Low,No,14.5,System Error,EMEA,Branch,Customer Onboarding,0,1593.74
11143,2023-11-17,Login/Authentication,High,Yes,4.1,Network Issue,EMEA,Web,Data Warehouse,0,353.36
5459,2023-11-17,Funds Transfer,High,No,12.4,User Error,North America,Branch,Authentication Server,0,2172.12
2998,2023-11-17,Settlement Delay,Medium,No,14.4,System Error,APAC,API,Customer Onboarding,0,2142.89
8323,2023-11-17,Account Update,Critical,No,13.7,Policy Exception,APAC,API,Risk Scoring Engine,0,134.04
8933,2023-11-17,Funds Transfer,Low,Yes,9.2,Vendor Delay,North America,Web,Authentication Server,0,1666.86
4996,2023-11-17,Account Update,Critical,No,6.0,Policy Exception,North America,Branch,Core Banking,0,2233.16
1095,2023-11-17,Funds Transfer,High,No,7.7,User Error,North America,Mobile,Customer Onboarding,0,601.8
6413,2023-11-17,Funds Transfer,Medium,Yes,12.8,Configuration Issue,APAC,Web,Core Banking,0,20608.23
710,2023-11-17,Settlement Delay,Low,No,12.9,Configuration Issue,North America,Mobile,Risk Scoring Engine,0,2332.28
3759,2023-11-17,Card Transactions,Low,No,12.4,User Error,LATAM,API,Core Banking,0,1432.95
5807,2023-11-17,Login/Authentication,Low,Yes,11.2,Policy Exception,North America,Mobile,Risk Scoring Engine,1,12.24
3180,2023-11-17,API Failure,Low,Yes,11.8,Configuration Issue,LATAM,Mobile,Authentication Server,0,2555.05
5515,2023-11-18,Payments,Low,No,5.2,Policy Exception,North America,Branch,Risk Scoring Engine,0,1627.8
6625,2023-11-18,Funds Transfer,Low,No,4.7,Policy Exception,EMEA,Mobile,Authentication Server,0,355.89
2606,2023-11-18,Payments,Low,Yes,13.7,Configuration Issue,APAC,Mobile,Core Banking,0,1378.75
8954,2023-11-18,Payments,Medium,Yes,10.1,Vendor Delay,APAC,API,Data Warehouse,0,1164.8
1069,2023-11-18,Card Transactions,Low,No,4.6,System Error,APAC,API,Data Warehouse,0,2603.25
802,2023-11-18,Settlement Delay,Low,No,10.8,Policy Exception,APAC,Branch,Risk Scoring Engine,0,2094.5
7813,2023-11-18,Funds Transfer,Critical,No,4.7,User Error,APAC,Mobile,Risk Scoring Engine,0,2400.76
9925,2023-11-18,API Failure,Low,No,8.5,Policy Exception,EMEA,API,Risk Scoring Engine,1,2860.32
1537,2023-11-18,API Failure,Medium,No,12.1,System Error,APAC,Mobile,Payments Gateway,0,964.89
10914,2023-11-18,Login/Authentication,Medium,Yes,3.3,Vendor Delay,North America,Branch,Customer Onboarding,0,80.21
11917,2023-11-18,Account Update,Low,No,7.9,Vendor Delay,APAC,Mobile,Customer Onboarding,0,723.94
9850,2023-11-18,Card Transactions,Medium,Yes,8.7,System Error,EMEA,Mobile,Payments Gateway,0,2137.93
2519,2023-11-18,Card Transactions,High,No,14.0,Network Issue,APAC,Web,Data Warehouse,0,2315.21
5864,2023-11-18,Card Transactions,Low,Yes,16.7,Policy Exception,North America,Web,Authentication Server,0,412.59
2941,2023-11-18,Payments,Critical,No,9.8,Network Issue,APAC,Mobile,Customer Onboarding,1,1546.84
6406,2023-11-18,Funds Transfer,High,Yes,13.9,Policy Exception,APAC,API,Customer Onboarding,0,1788.64
8472,2023-11-18,Fraud Alert,Low,No,11.8,System Error,North America,Web,Authentication Server,0,916.6
3979,2023-11-18,Funds Transfer,High,No,12.6,Policy Exception,LATAM,Web,Payments Gateway,0,2537.54
3014,2023-11-18,Card Transactions,Low,No,9.6,Configuration Issue,APAC,Branch,Risk Scoring Engine,0,1455.17
3866,2023-11-18,Settlement Delay,Medium,Yes,11.5,Configuration Issue,North America,Web,Payments Gateway,0,498.23
4415,2023-11-18,Funds Transfer,Low,No,4.0,Vendor Delay,APAC,Branch,Core Banking,0,2212.05
1568,2023-11-18,Funds Transfer,Low,No,3.9,Vendor Delay,LATAM,Mobile,Customer Onboarding,0,2512.55
6192,2023-11-18,Login/Authentication,Critical,No,10.0,Vendor Delay,APAC,Web,Customer Onboarding,1,635.35
6672,2023-11-18,Card Transactions,High,No,12.8,Configuration Issue,EMEA,Web,Core Banking,0,223.49
857,2023-11-18,Settlement Delay,Low,No,14.5,Configuration Issue,LATAM,Web,Payments Gateway,0,2222.79
3247,2023-11-18,Account Update,Critical,No,0.5,Policy Exception,North America,API,Authentication Server,0,724.73
2790,2023-11-18,Login/Authentication,Medium,No,7.2,Policy Exception,North America,Mobile,Core Banking,0,336.49
9087,2023-11-18,Fraud Alert,Low,No,13.8,System Error,LATAM,Mobile,Customer Onboarding,0,12.16
7297,2023-11-18,Payments,Medium,No,15.8,User Error,APAC,Web,Core Banking,1,1050.11
2193,2023-11-19,Payments,Critical,No,2.0,User Error,North America,Mobile,Authentication Server,0,254.6
4139,2023-11-19,Card Transactions,Low,No,9.7,Policy Exception,LATAM,Mobile,Authentication Server,0,412.04
7964,2023-11-19,Funds Transfer,Low,Yes,0.5,System Error,LATAM,Mobile,Data Warehouse,0,694.16
2034,2023-11-19,Settlement Delay,Low,No,16.2,Policy Exception,North America,Mobile,Authentication Server,1,2319.54
1087,2023-11-19,API Failure,Low,Yes,5.7,Configuration Issue,North America,Branch,Data Warehouse,0,2833.79
7493,2023-11-19,Funds Transfer,Low,No,9.4,Configuration Issue,APAC,Branch,Customer Onboarding,0,1004.74
10615,2023-11-19,Settlement Delay,Medium,No,5.0,Network Issue,North America,Mobile,Payments Gateway,1,32740.3
10123,2023-11-19,Funds Transfer,Low,No,12.2,User Error,LATAM,Mobile,Risk Scoring Engine,0,2966.37
10947,2023-11-19,Settlement Delay,Low,No,13.0,System Error,LATAM,Web,Authentication Server,1,1219.74
2280,2023-11-19,Login/Authentication,Low,No,12.7,User Error,APAC,Branch,Core Banking,0,758.59
9746,2023-11-19,Settlement Delay,Low,No,15.5,Vendor Delay,LATAM,Web,Core Banking,0,1762.84
9854,2023-11-19,Card Transactions,High,Yes,11.4,System Error,EMEA,Web,Customer Onboarding,1,2366.72
6973,2023-11-19,Account Update,Medium,No,20.3,Network Issue,North America,API,Payments Gateway,0,27.42
11354,2023-11-19,Funds Transfer,Low,No,3.1,Network Issue,LATAM,Mobile,Risk Scoring Engine,1,864.99
8464,2023-11-19,Fraud Alert,Medium,Yes,6.8,Network Issue,North America,Web,Payments Gateway,0,1160.11
11123,2023-11-19,Card Transactions,Medium,Yes,15.0,Configuration Issue,LATAM,API,Core Banking,0,2886.07
10496,2023-11-19,Card Transactions,Critical,No,4.1,Configuration Issue,EMEA,Mobile,Customer Onboarding,0,916.26
9228,2023-11-20,Account Update,Low,No,11.6,User Error,APAC,Branch,Authentication Server,0,1919.93
4560,2023-11-20,Payments,Low,No,14.9,User Error,LATAM,Branch,Payments Gateway,0,350.73
7729,2023-11-20,Settlement Delay,Low,Yes,8.9,Policy Exception,North America,Branch,Payments Gateway,0,642.7
10802,2023-11-20,Fraud Alert,Medium,Yes,10.8,Network Issue,LATAM,Mobile,Authentication Server,0,2283.42
6976,2023-11-20,Payments,Low,No,7.4,User Error,North America,Web,Payments Gateway,0,1927.24
1306,2023-11-20,Card Transactions,Medium,No,10.4,Vendor Delay,APAC,Web,Data Warehouse,0,2730.76
8574,2023-11-20,Payments,Low,Yes,11.9,User Error,North America,Branch,Data Warehouse,0,1663.12
3774,2023-11-20,Fraud Alert,High,No,4.6,Configuration Issue,LATAM,Web,Customer Onboarding,0,218.01
5034,2023-11-20,Card Transactions,Low,No,13.8,Network Issue,LATAM,Branch,Customer Onboarding,0,829.27
2715,2023-11-20,Payments,Critical,Yes,6.5,User Error,North America,Branch,Customer Onboarding,1,909.94
5184,2023-11-20,API Failure,Low,Yes,5.4,Vendor Delay,APAC,Web,Authentication Server,0,2257.23
1503,2023-11-20,API Failure,High,Yes,18.2,User Error,EMEA,API,Authentication Server,0,1845.71
1673,2023-11-20,API Failure,Low,Yes,13.3,System Error,LATAM,API,Customer Onboarding,1,429.85
2177,2023-11-20,Payments,High,Yes,6.5,Vendor Delay,EMEA,Web,Authentication Server,0,449.01
11663,2023-11-20,Account Update,High,No,8.0,Network Issue,North America,Branch,Customer Onboarding,0,602.57
753,2023-11-20,API Failure,Medium,No,4.0,Policy Exception,EMEA,API,Authentication Server,0,1208.39
5826,2023-11-20,Payments,Medium,No,7.6,Vendor Delay,LATAM,API,Core Banking,0,2349.12
287,2023-11-20,API Failure,Critical,Yes,12.1,User Error,LATAM,Web,Payments Gateway,0,2149.68
490,2023-11-20,Card Transactions,Low,No,15.4,Network Issue,North America,Web,Authentication Server,0,630.19
3656,2023-11-20,Fraud Alert,Medium,Yes,9.8,Network Issue,North America,API,Risk Scoring Engine,0,1505.51
11455,2023-11-20,API Failure,Low,No,7.6,User Error,North America,Branch,Payments Gateway,0,1235.01
8803,2023-11-21,API Failure,Medium,No,9.4,Configuration Issue,APAC,API,Data Warehouse,0,13590.15
7091,2023-11-21,API Failure,Low,No,17.7,User Error,APAC,Web,Data Warehouse,1,1721.94
11320,2023-11-21,Fraud Alert,Low,No,9.1,Configuration Issue,APAC,Mobile,Core Banking,0,1515.23
3483,2023-11-21,Settlement Delay,High,No,5.1,Vendor Delay,EMEA,Branch,Risk Scoring Engine,0,375.87
3272,2023-11-21,Card Transactions,Low,Yes,6.4,Network Issue,APAC,Web,Core Banking,0,749.22
6611,2023-11-21,Login/Authentication,Medium,No,6.2,User Error,APAC,Mobile,Risk Scoring Engine,0,2855.12
187,2023-11-21,Card Transactions,Medium,No,7.2,Configuration Issue,North America,Web,Authentication Server,0,272.74
2065,2023-11-21,Fraud Alert,Low,No,10.0,Configuration Issue,LATAM,Mobile,Authentication Server,0,703.43
4350,2023-11-21,Login/Authentication,Medium,No,2.6,User Error,APAC,Branch,Customer Onboarding,0,414.06
9763,2023-11-21,Fraud Alert,High,No,6.7,User Error,APAC,Branch,Data Warehouse,1,2847.65
4973,2023-11-21,Card Transactions,Low,No,14.2,System Error,APAC,Branch,Core Banking,0,2998.73
5924,2023-11-21,Fraud Alert,Low,No,5.4,Network Issue,APAC,Web,Core Banking,0,226.11
168,2023-11-21,Login/Authentication,High,No,8.6,Configuration Issue,APAC,Web,Authentication Server,0,2350.48
406,2023-11-21,Payments,Low,No,11.1,Policy Exception,EMEA,Branch,Core Banking,0,6.74
5195,2023-11-21,Account Update,Low,No,3.9,Network Issue,North America,Branch,Data Warehouse,0,66.7
7878,2023-11-21,API Failure,Low,No,18.9,Configuration Issue,APAC,Branch,Authentication Server,0,906.59
10694,2023-11-21,Funds Transfer,Medium,No,11.2,Configuration Issue,EMEA,Mobile,Risk Scoring Engine,0,295.53
9384,2023-11-21,Funds Transfer,Low,No,15.9,System Error,North America,Mobile,Risk Scoring Engine,0,28053.44
7644,2023-11-21,Account Update,Low,Yes,5.3,System Error,North America,Branch,Core Banking,0,1504.98
10766,2023-11-21,Settlement Delay,Low,Yes,4.7,User Error,EMEA,Web,Payments Gateway,0,2615.45
7495,2023-11-21,Settlement Delay,Low,Yes,13.7,System Error,EMEA,Mobile,Data Warehouse,0,1341.79
7837,2023-11-21,Payments,Medium,No,10.4,Configuration Issue,EMEA,API,Authentication Server,0,31731.86
4607,2023-11-21,Funds Transfer,Low,No,5.1,Vendor Delay,North America,API,Authentication Server,0,2116.42
6898,2023-11-21,Card Transactions,Low,No,14.0,Configuration Issue,North America,Branch,Customer Onboarding,0,167.88
1544,2023-11-21,Payments,Medium,No,16.5,Vendor Delay,EMEA,API,Core Banking,1,2887.75
4621,2023-11-21,Fraud Alert,High,Yes,5.9,User Error,APAC,Mobile,Core Banking,0,1670.81
414,2023-11-21,Card Transactions,Low,No,8.5,Vendor Delay,North America,Branch,Authentication Server,0,2608.94
4047,2023-11-21,API Failure,Medium,No,3.6,User Error,North America,API,Authentication Server,1,1039.86
867,2023-11-21,API Failure,Medium,Yes,6.3,System Error,APAC,API,Risk Scoring Engine,0,883.36
1390,2023-11-22,Funds Transfer,Low,Yes,8.1,User Error,LATAM,Branch,Customer Onboarding,0,38600.4
1473,2023-11-22,Card Transactions,High,No,15.8,User Error,APAC,Web,Customer Onboarding,0,627.15
11856,2023-11-22,Account Update,High,Yes,16.2,System Error,LATAM,API,Risk Scoring Engine,0,2474.57
11825,2023-11-22,Payments,Low,No,16.0,Network Issue,North America,Mobile,Payments Gateway,0,488.8
3556,2023-11-22,Account Update,Low,No,12.9,User Error,EMEA,API,Risk Scoring Engine,0,2107.61
542,2023-11-22,Funds Transfer,Low,No,11.8,Network Issue,APAC,API,Authentication Server,0,659.93
5289,2023-11-22,Payments,Low,No,7.7,Configuration Issue,APAC,Branch,Payments Gateway,0,856.85
11739,2023-11-22,Card Transactions,Low,No,10.6,Configuration Issue,APAC,Branch,Authentication Server,0,2761.59
11382,2023-11-22,Fraud Alert,Critical,Yes,13.2,Policy Exception,North America,API,Customer Onboarding,0,1324.89
10577,2023-11-22,Payments,Critical,No,7.0,System Error,LATAM,API,Customer Onboarding,0,651.74
6883,2023-11-22,API Failure,Low,Yes,15.3,Policy Exception,North America,Web,Core Banking,0,2254.25
5324,2023-11-22,Account Update,Medium,No,13.1,Network Issue,LATAM,Web,Risk Scoring Engine,0,272.84
8106,2023-11-22,API Failure,High,No,14.7,Policy Exception,EMEA,Web,Authentication Server,1,1366.17
1125,2023-11-22,Account Update,Low,No,2.5,Vendor Delay,APAC,Mobile,Data Warehouse,0,113.02
509,2023-11-22,Login/Authentication,Medium,Yes,5.8,User Error,EMEA,API,Authentication Server,1,741.01
754,2023-11-22,Funds Transfer,Low,No,8.7,Policy Exception,North America,Branch,Authentication Server,0,1385.86
657,2023-11-22,Card Transactions,Medium,Yes,9.3,Network Issue,LATAM,Web,Risk Scoring Engine,0,5065.45
6449,2023-11-22,Login/Authentication,Low,No,13.7,User Error,North America,Web,Risk Scoring Engine,0,1042.18
9035,2023-11-22,Fraud Alert,Medium,No,7.4,Vendor Delay,North America,Branch,Core Banking,0,1297.54
3859,2023-11-22,API Failure,Low,No,11.4,Network Issue,North America,Mobile,Data Warehouse,0,16716.18
7340,2023-11-22,Payments,Low,No,9.6,Network Issue,APAC,Mobile,Risk Scoring Engine,0,1048.99
11089,2023-11-22,Account Update,High,No,0.7,System Error,APAC,Web,Authentication Server,0,26255.85
10579,2023-11-23,Settlement Delay,High,No,10.5,Network Issue,North America,Web,Customer Onboarding,0,25.73
7635,2023-11-23,Payments,Low,No,12.7,Policy Exception,EMEA,Mobile,Authentication Server,0,2177.01
6755,2023-11-23,Fraud Alert,Critical,No,13.4,Policy Exception,EMEA,Mobile,Payments Gateway,0,2805.17
7924,2023-11-23,Funds Transfer,High,Yes,16.8,Vendor Delay,LATAM,Mobile,Authentication Server,1,316.77
10374,2023-11-23,Account Update,Medium,No,9.1,Configuration Issue,North America,Mobile,Data Warehouse,0,686.88
7897,2023-11-23,API Failure,Low,No,10.5,Vendor Delay,LATAM,Mobile,Data Warehouse,0,2417.0
1977,2023-11-23,Login/Authentication,Low,No,6.8,System Error,North America,Branch,Payments Gateway,0,9345.33
4782,2023-11-23,Card Transactions,Low,No,12.8,Policy Exception,APAC,Branch,Core Banking,0,2791.21
11036,2023-11-23,Fraud Alert,Low,No,5.2,User Error,North America,API,Authentication Server,0,1726.21
6673,2023-11-23,API Failure,Low,No,11.4,Vendor Delay,EMEA,Branch,Core Banking,1,1461.53
5399,2023-11-23,Account Update,Medium,No,4.1,Network Issue,LATAM,Mobile,Payments Gateway,0,2464.4
1583,2023-11-23,Card Transactions,Medium,No,8.0,System Error,LATAM,Branch,Customer Onboarding,1,770.68
10231,2023-11-23,Fraud Alert,Low,No,11.5,Policy Exception,APAC,Web,Customer Onboarding,0,498.17
4519,2023-11-23,Account Update,Low,No,9.4,Network Issue,APAC,Branch,Payments Gateway,0,602.0
7236,2023-11-23,Account Update,Low,No,10.7,Vendor Delay,EMEA,Web,Payments Gateway,0,877.16
948,2023-11-23,API Failure,Low,No,14.9,User Error,LATAM,Web,Risk Scoring Engine,0,2385.6
6074,2023-11-23,Card Transactions,Low,No,16.1,Configuration Issue,EMEA,Branch,Authentication Server,0,525.97
9615,2023-11-23,Login/Authentication,Medium,No,5.1,System Error,LATAM,Branch,Data Warehouse,0,991.0
523,2023-11-23,Payments,Low,Yes,14.3,Policy Exception,LATAM,API,Core Banking,0,2900.8
664,2023-11-23,Settlement Delay,Medium,No,13.0,Network Issue,LATAM,Mobile,Data Warehouse,0,2738.14
10486,2023-11-23,Payments,Medium,Yes,8.7,Vendor Delay,EMEA,Branch,Customer Onboarding,0,1158.96
5421,2023-11-23,Account Update,Low,No,10.1,Configuration Issue,APAC,Branch,Core Banking,0,1072.53
1090,2023-11-23,Login/Authentication,Low,No,11.5,Vendor Delay,EMEA,Mobile,Data Warehouse,0,1462.12
3842,2023-11-23,API Failure,Low,No,13.9,System Error,LATAM,API,Core Banking,0,1198.15
4009,2023-11-23,Settlement Delay,Medium,No,14.5,Configuration Issue,EMEA,API,Data Warehouse,0,2882.52
9587,2023-11-23,Card Transactions,Low,No,0.5,Vendor Delay,LATAM,API,Risk Scoring Engine,0,1534.45
3902,2023-11-23,Card Transactions,Low,Yes,13.6,Vendor Delay,North America,Branch,Core Banking,0,1313.51
8334,2023-11-23,Fraud Alert,Low,Yes,3.1,Configuration Issue,EMEA,Branch,Core Banking,0,2789.34
7088,2023-11-24,Login/Authentication,Low,No,11.8,Configuration Issue,EMEA,Branch,Customer Onboarding,0,2279.84
11060,2023-11-24,Settlement Delay,Low,No,15.2,Network Issue,APAC,API,Payments Gateway,0,2339.5
2472,2023-11-24,Account Update,Low,No,10.2,System Error,North America,Branch,Data Warehouse,0,1099.46
914,2023-11-24,Payments,High,Yes,12.4,Vendor Delay,LATAM,API,Data Warehouse,0,409.0
